# SKU Power Limit Table (unit is 0.5 dBm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2.4G Channel,CCK,,,,OFDM,,,,,,,,BW20 (HT/VHT),,,,,,,,,,,,BW40 (HT/VHT),,,,,,,,,,,,,BW80 (HT/VHT),,,,,,,,,,,,BW160 (HT/VHT),,,,,,,,,,,,RU26,,,,,,,,,,,,RU52,,,,,,,,,,,,RU106,,,,,,,,,,,,RU242,,,,,,,,,,,,RU484,,,,,,,,,,,,RU996,,,,,,,,,,,,RU996X2,,,,,,,,,,,
Band: 2.4G,CCK_1M,CCK_2M,CCK_5.5M,CCK_11M,OFDM_6M,OFDM_9M,OFDM_12M,OFDM_18M,OFDM_24M,OFDM36M,OFDM_48M,OFDM_54M,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,HT40_MCS32,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11
Ch153,8,9,10,11,18,12,13,15,16,17,11,10,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch157,13,12,11,15,12,13,14,16,18,11,12,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch161,11,13,12,15,11,15,12,19,10,8,15,18,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,8,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
Ch165,13,14,17,11,18,12,13,15,16,17,11,10,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch169,9,15,18,13,12,13,14,16,18,11,12,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch173,8,9,10,11,11,15,12,19,10,8,15,18,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,8,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
Ch177,13,12,11,15,18,12,13,15,16,17,11,10,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch181,11,13,12,15,12,13,14,16,18,11,12,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch185,13,14,17,11,11,15,12,19,10,8,15,18,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,8,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
Ch189,9,15,18,13,18,12,13,15,16,17,11,10,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch193,8,9,10,11,12,13,14,16,18,11,12,18,12,13,14,16,18,11,12,18,13,14,16,18,12,13,14,16,18,11,12,18,13,14,16,18,11,12,13,14,16,18,11,12,18,13,14,16,18,12,13,14,16,18,11,12,18,13,14,16,18,12,13,14,16,18,11,12,18,13,14,16,18,12,13,14,16,18,11,12,18,13,14,16,18,12,13,14,16,18,11,12,18,13,14,16,18,12,13,14,16,18,11,12,18,13,14,16,18,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch197,13,12,11,15,11,15,12,19,10,8,15,10,11,15,12,19,10,8,15,10,15,12,19,10,11,15,12,19,10,8,15,10,15,12,19,10,8,11,15,12,19,10,8,15,10,15,12,19,10,11,15,12,19,10,8,15,10,15,12,19,10,11,15,12,19,10,8,15,10,15,12,19,10,11,15,12,19,10,8,15,10,15,12,19,10,11,15,12,19,10,8,15,10,15,12,19,10,11,15,12,19,10,8,15,10,15,12,19,10,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
Ch201,9,15,18,13,18,12,13,15,16,17,11,11,18,12,13,15,16,17,11,11,12,13,15,16,18,12,13,15,16,17,11,11,12,13,15,16,17,18,12,13,15,16,17,11,11,12,13,15,16,18,12,13,15,16,17,11,11,12,13,15,16,18,12,13,15,16,17,11,11,12,13,15,16,18,12,13,15,16,17,11,11,12,13,15,16,18,12,13,15,16,17,11,11,12,13,15,16,18,12,13,15,16,17,11,11,12,13,15,16,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch205,8,9,10,11,12,13,14,16,18,11,12,18,12,13,14,16,18,11,12,18,13,14,16,18,12,13,14,16,18,11,12,18,13,14,16,18,11,12,13,14,16,18,11,12,18,13,14,16,18,12,13,14,16,18,11,12,18,13,14,16,18,12,13,14,16,18,11,12,18,13,14,16,18,12,13,14,16,18,11,12,18,13,14,16,18,12,13,14,16,18,11,12,18,13,14,16,18,12,13,14,16,18,11,12,18,13,14,16,18,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch209,13,12,11,15,11,15,12,19,10,8,15,10,11,15,12,19,10,8,15,10,15,12,19,10,11,15,12,19,10,8,15,10,15,12,19,10,8,11,15,12,19,10,8,15,10,15,12,19,10,11,15,12,19,10,8,15,10,15,12,19,10,11,15,12,19,10,8,15,10,15,12,19,10,11,15,12,19,10,8,15,10,15,12,19,10,11,15,12,19,10,8,15,10,15,12,19,10,11,15,12,19,10,8,15,10,15,12,19,10,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
Ch213,11,13,12,15,18,12,13,15,16,17,11,11,18,12,13,15,16,17,11,11,12,13,15,16,18,12,13,15,16,17,11,11,12,13,15,16,17,18,12,13,15,16,17,11,11,12,13,15,16,18,12,13,15,16,17,11,11,12,13,15,16,18,12,13,15,16,17,11,11,12,13,15,16,18,12,13,15,16,17,11,11,12,13,15,16,18,12,13,15,16,17,11,11,12,13,15,16,18,12,13,15,16,17,11,11,12,13,15,16,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch217,13,14,17,11,11,15,12,19,10,8,15,18,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,8,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch221,9,15,18,13,18,12,13,15,16,17,11,10,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
Ch225,8,9,10,11,12,13,14,16,18,11,12,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,11,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,12,13,14,16,18,11,12,11,13,14,16,18,17,11,14,14,15,16,11,13,14,16,17,18,18,17,16,14,13,11,16,15,14,14,11,17,11,18,11,13,12,11,15,11,13,15,16,14
Ch229,13,12,11,15,11,15,12,19,10,8,15,18,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,8,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,15,12,19,10,8,15,18,15,12,19,10,11,12,13,14,15,16,17,18,19,12,15,13,13,15,12,19,18,17,16,15,14,13,12,11,10,11,12,15,18,11,16,17,11,12,13,14
Ch233,9,15,18,13,18,12,13,15,16,17,11,10,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,17,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,18,12,13,15,16,17,11,10,12,13,15,16,10,14,11,18,16,9,14,17,13,11,18,13,13,18,11,13,17,14,9,16,18,11,14,10,15,16,11,18,12,13,17,11,18,12,13,19
